comment,comment_id,like_count,reply_count,published_at,parent_id,video_id,title,channel,publish_date,views,likes,comments_count
4 more for Nana,UgyqVCbyiUjO6j-mjiJ4AaABAg,1,1,2021-04-29T13:13:17Z,,E5N3MQBTcDQ,The state of the fight against galamsey so far | Citi Newsroom,ChannelOne TV,4/29/2021 12:38,63059,234,132
Make it 100 more What a joke,UgyqVCbyiUjO6j-mjiJ4AaABAg.9Mi_VCjciLC9Mj67XerCxf,0,0,2021-04-29T18:07:08Z,UgyqVCbyiUjO6j-mjiJ4AaABAg,E5N3MQBTcDQ,The state of the fight against galamsey so far | Citi Newsroom,ChannelOne TV,4/29/2021 12:38,63059,234,132
so the question is where do the galamsey equipments pass to get into the country? That should tell you that the government doesn't know what it's doing.,Ugx8xmH31fOtUiuJCeZ4AaABAg,0,0,2024-10-09T13:31:03Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
??????????????????????but distroing the whole internal.There noooo respected the NATURAL NATURE AND RESOURCES ?? tooo reflected and helping individuals Created jobs FARMS ??. CAMP. PLUMB??SEWING MACHINE ETC.??????????????????,UgzR4h1xOnEWSvcbnO94AaABAg,0,0,2022-06-27T13:37:19Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
What is bad is bad no matter the years you have done the job,UgzLRiXu91RqqBZq09N4AaABAg,0,0,2021-07-16T12:42:48Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
??????,UgzwskDjVzHssCa9K354AaABAg,0,0,2021-07-16T12:33:36Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Nana Yaa you are talking rubbish.  Let them go ahead to mine and we will all bare the consequences,UgyW-UGIPnftQurGC-94AaABAg,0,0,2021-07-13T13:42:55Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
After doing Galamsey for 22 years and he has nothing to show for it but rather destroying our water bodies and farmlands then what is the point in continuing with the destruction,Ugy3Y8TZgTHKFBUOFLJ4AaABAg,0,0,2021-07-12T18:01:55Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"This woman does not make any sense all to this situation. From her statement,she agrees that illegal miners should mine in the river and pollute the river with chemicals.",UgxMXzLgVLkp-mwH8HN4AaABAg,0,1,2021-07-12T15:42:25Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"The government should declare state of emergency. This is national security. The government should establish military post in all river bodies in Ghana,so that they can mentain and secure the river,the forest reserves ,and the land.",UgxMXzLgVLkp-mwH8HN4AaABAg.9PhOOK5w3MV9PhPQMgy-nq,0,0,2021-07-12T15:51:26Z,UgxMXzLgVLkp-mwH8HN4AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
???????????????????????,Ugx5ob4ILiJZoEPLxqx4AaABAg,0,1,2021-07-12T12:58:39Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
??????????????????????,Ugx5ob4ILiJZoEPLxqx4AaABAg.9Ph5dkp1WIG9Ph7TA687CQ,0,0,2021-07-12T13:14:32Z,Ugx5ob4ILiJZoEPLxqx4AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
This lady is very shallow minded the guy did not accuse the chief of doing galamsey.,UgwFor4IL3kWmCZdvL14AaABAg,0,0,2021-07-12T11:53:58Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"During the time of our fathers and grand fathers there was no jobs but they were doing only farming to sustain their families, if they had done galamsey as the youth are doing now, would the youth come and meet any good land for them to do galamsey, the youth of today are very greedy and thoughtless the way they approach life, but they are the first to make excuses and complain about everything. One of them said he was doing galamsey for twenty years, if he is not greedy and thoughtless why didn’t he branch into other businesses and stop doing galamsey, but he can’t think far. They don’t care about nobody, all they want is quick money not jobs, so stop saying there is no jobs, even if you create jobs for the youth they will find a way to steal and collapse it then blame everybody else but themselves. We have to pray for our motherland Ghana",Ugx7PhZ3BWNTtx8r_JZ4AaABAg,2,0,2021-07-11T18:51:11Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
May God open our eyes to see the sense to rule our mother Ghana ????,UgzXWZGZdnY9mmJ4xw14AaABAg,1,0,2021-07-11T17:24:29Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Kofi the leaders are jokers...the only thing that would stop this..is to implement a law that anyone owing that machine called chanfine or what ever is called would go to jail of 2yrs to 8yrs. the way home used fridges was stop importing to the country same thing can apply to this...I rest my case,UgzZzjckBaimLnGSrzN4AaABAg,0,0,2021-07-11T16:20:18Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
We are saying the water is fucking bad so you the stupid elders should order them to STOP!!!!,UgwlNOOEFtUA25RIHxN4AaABAg,0,0,2021-07-11T13:55:53Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Nonsense, what happened to a special force with some live bullets. Let's see how Galamsey will continue.",UgyyoWtLsv7-OYbJK8R4AaABAg,0,0,2021-07-11T13:42:42Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Those security guys need helicopter.,Ugwp4zgGXy5nAr0G5GV4AaABAg,0,0,2021-07-10T23:11:43Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
So where is GH police in that area.,UgxbDzmlNwADZ-UIb3Z4AaABAg,0,0,2021-07-10T23:09:24Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Ghanaian needs job's,UgwxpIhzL7RV4FY3weR4AaABAg,0,0,2021-07-10T18:10:30Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Kofi, have you guys gone to the banks of Ankobra river to verify whether there is galamsey still going on?",UgxsbSla5VXCisEG4aZ4AaABAg,0,0,2021-07-10T15:53:05Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Our elders are just pretending. They know how to stop the Galamsey. Our elders are relaxing. Government should vote Gh50 million. Use the money to buy eggs, cattles, hen and Schnapps. From town and villages along our river banks, curse all the gods with these items,. Anyone who will dig or wash soil on galamsey activities, the gods should use you as sacrificial lamb. Within 2 months galamsey will be history. When the sturborn ones begin meeting sudden incidents, others will stop.",UgyDsQzLUz3zcAzRtkN4AaABAg,0,0,2021-07-10T15:01:13Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
THE SO CALLED CHIEFS AND POLITICIANS NKWASIAFO ARE THE PROBLEM OF THE GALAMSEY. WE HAVE INCOMPETENT PRESIDENT ALL HE WANT IS POWER USELESS PEOPLE,UgyTApSKGmVtGcRNf7F4AaABAg,0,0,2021-07-10T13:24:38Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"It’s the government, regional and district responsibility to enforce laws and regulations regarding the water bodies. Anyone caught disobeying has to be prosecuted. They should also lunch education on the adverse effects on the health of the people and the environment. Partisan politics destroying our country. Technical training and jobs must be created for the youth.",UgwGhJA0-R5WLzray5V4AaABAg,0,0,2021-07-10T13:24:13Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Remember Twene Jonas he says any chief involve in galamsey is a BIG FOOL.... WAGYIMI,UgzDZ5-SOU8vwH-84Hd4AaABAg,0,0,2021-07-10T12:54:02Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Lady are you justifying stealing as a job....,UgyBWBfGtLU5mbVQQMR4AaABAg,0,0,2021-07-10T12:41:25Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Fools let them destroy their waters ??,UgxCJaS6EvJmuay1i814AaABAg,1,0,2021-07-10T10:45:07Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Build strong houses for some soldiers near the rivers & where these people are doing the galamsey. That's the only problems we can fight these galamsey business.,UgypH_FsQaAqcVmQ6_B4AaABAg,0,0,2021-07-10T10:16:02Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Koo nie. Bro. Kofi Kudos ???? to you & Cbaahemaa Nana Yaa Brefo.,UgzHgVbMEgWZ1FbDF-t4AaABAg,0,0,2021-07-10T10:11:53Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"If it's their work, then they should do it well in such a good way not to spoil our rivers.",UgwnvUJ-CQUuitNyps94AaABAg,0,0,2021-07-10T09:53:20Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"The river Offin is now full of oil, & chemicals. They have destroyed our rivers with the "" galamsay' so sad.",UgyCRAVIokezhwghwyR4AaABAg,0,0,2021-07-10T09:44:56Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Nana Yaa can't u talk without mentioning Police name. Did they mention Police hear.......hatred,Ugy_-J0pFJpoaujFaZl4AaABAg,0,0,2021-07-09T22:27:42Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
One ?? minute biaa toto nam mu????????(The real espanol spain ????,UgwZvaXpMNe4nDJAkQF4AaABAg,1,0,2021-07-09T22:23:24Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"It's really sad, the government needs to provide helicopters with night vision cameras to the police forces. The helicopters are to be used to patrol all the rivers every day to make sure no galamsey operators.",UgwdPvEdi2K4o5KA-J54AaABAg,1,3,2021-07-09T20:37:40Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
They do it in the night.,UgwdPvEdi2K4o5KA-J54AaABAg.9PaBn5Gup059PbbOt2nJQR,0,0,2021-07-10T09:49:23Z,UgwdPvEdi2K4o5KA-J54AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"@@lilykumsion3199 the night vision cameras are for the night patrol, we need the police to patrol day and night 2..4..7.",UgwdPvEdi2K4o5KA-J54AaABAg.9PaBn5Gup059PbcRMaViai,0,0,2021-07-10T09:58:28Z,UgwdPvEdi2K4o5KA-J54AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"@@johnnydarren8444 Yes, then they should do something very fast. At least a building s fine suitable for the coast guides, BC people are doing the galamsey business in the night  & so without a safe guides 24/7 they will continue to destroy our water bodies.",UgwdPvEdi2K4o5KA-J54AaABAg.9PaBn5Gup059Pbt_auyzj6,0,0,2021-07-10T12:28:17Z,UgwdPvEdi2K4o5KA-J54AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Gyasehene stop lying who told you there is chemicals in it.,UgxWSTPmIzb7KSXg0DN4AaABAg,0,0,2021-07-09T18:31:00Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Please you guys should stop the mining. Water that you use for everything look at it.,UgzjeroWgz5iImdAxcx4AaABAg,1,0,2021-07-09T18:29:24Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
This people don't think about their health at all..,UgwmASKT4Bnz1YSIX6B4AaABAg,0,0,2021-07-09T18:27:15Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
If the Ghana military is not at war then they should camp in the various forest of Ghana on rotational basis.,UgymwHtK0VXC21ypgFR4AaABAg,0,0,2021-07-09T16:56:18Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
The water needs to be tested.,UgwHEi3Yb-Oe5-MLKEd4AaABAg,0,0,2021-07-09T16:43:10Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"No excuses for the destruction of the waters, forest and the nation. The Chiefs and politicians need to be responsible.",Ugw5Sjp6gE9heYGAbTN4AaABAg,3,1,2021-07-09T16:24:45Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"I used to fish in this waters bro, the destruction has gone on for too long man. This is actually affecting a whole community, they should be shot on sight ?? ??.",Ugw5Sjp6gE9heYGAbTN4AaABAg.9P_jqfAHP5K9PmSMZ4NU4P,1,0,2021-07-14T14:53:20Z,Ugw5Sjp6gE9heYGAbTN4AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Very sad ??,Ugy-7PNWSlQC48uXCkp4AaABAg,0,0,2021-07-09T15:40:02Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Yaa you done well,UgzmQt2yp8HF7hz4eIB4AaABAg,0,0,2021-07-09T14:50:52Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Kofi, two elders they know everything",UgyngvAHd_6CSKDDwHJ4AaABAg,0,0,2021-07-09T14:10:01Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
And we are eating fish from this river? I won't eat fish in Ghana again tweaa.,UgxUSLT6-2YhfZDgYsp4AaABAg,0,0,2021-07-09T13:34:23Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"You people talk too much!When the operation started you the multi media were blaming the government.Woman,so you stop that nonsense.Stop that nonsense.",UgzOq_IXWKxguH3K2XB4AaABAg,0,0,2021-07-09T13:30:47Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
The chiefs are the problem cos they gave them the chance to rivers,Ugx_VfweVPE4sg67aCd4AaABAg,1,0,2021-07-09T13:03:11Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
I use to drink this in the 90s very sad,UgwwgiAO73QbeWtLN-t4AaABAg,0,0,2021-07-09T12:10:15Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Kofi we are seen two different colours of water, (Brown and blue) which is which?",UgxbEIzSXz40YGcp2Zx4AaABAg,0,0,2021-07-09T12:00:28Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Angel Fm the best,UgwF1J7b1GEVGuiuH6Z4AaABAg,0,0,2021-07-09T11:51:59Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"I really dislike the comments of Nana Yaa, what is your point on the fact that illegal mining shouldn't stop. I will like to ask the question, what is illegal mining? Bra.KOFI, IF what the guys are doing is illegal, why should we allow them to do it? I do not understand you guys.",UgwF2ZDf7vwWDvhTi0l4AaABAg,0,0,2021-07-09T11:47:25Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Is better government creat mining jobs,so that he can push gala boys inn period",Ugxx5BcJ28K37HFtrMV4AaABAg,0,0,2021-07-09T11:45:32Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"So the soldiers in the barracks wat are they actually doing,and why can't them camp at this village for some month??for the betterment of the country",UgyKofRgh_zyrA9cXI14AaABAg,0,1,2021-07-09T11:33:28Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
We will be the same people insulting them and leaders.,UgyKofRgh_zyrA9cXI14AaABAg.9P_DWDbCtve9P_QVjyFuzE,0,0,2021-07-09T13:26:59Z,UgyKofRgh_zyrA9cXI14AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"HOW CAN THE PRESIDENT OF GHANA VOW TO ELIMENT GALAMSEY , MAKE ALL PROMISE AND NOTHING HAS CHANGE. IT MEANS THERE IS NOT AUTHORITY OR LAWS IN GHANA. HOW CAN THERE OVER RULE THE WORDS OF THE PRESIDENT.",UgwiDcrbcTqTiDph_D14AaABAg,0,0,2021-07-09T11:26:20Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"This man is aware of the galamsey the boys are doing,he is not truthful",UgxOgMmNlSKcFskU3FB4AaABAg,0,0,2021-07-09T11:22:52Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Nonsense, if you stopped schooling at 14years and so what? He should go find another work to do.",UgwZr9K7DjTWaRIKsjF4AaABAg,0,0,2021-07-09T11:22:19Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"KOFI,  don't entertain this lady around you in serious matters. The NADMO guy was clearly exposing the rot, but Nana Yaa again showed her unprofessionalism to distort everything he said. WILL THIS ENCOURAGE PEOPLE TO SAY THE TRUTH? Even the ABN journalist confirmed everything - I'm disappointed in you  KOFI for entertaining this devil (Nana Yaa) who doesn't encourage good people in the community.",UgyJ5lwPxGFkh-n0ma54AaABAg,0,0,2021-07-09T11:10:04Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Nana l shocked listening to your comment. Your parents and grandparents in their times wouldn't agree with you a bit.,UgymWkN7tX_3HgjC62V4AaABAg,0,0,2021-07-09T10:37:47Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
When the river is angry dessaster will come,UgyR1SmElNRR6gvL4C14AaABAg,2,0,2021-07-09T08:25:35Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"This lady with Kofi, well the least said about her the better @14:00 adversarial journalism is not to act as if you are uneducated the NADMO guy is clearly trying to correct her and yet she insists on pushing that narrative. Some journalists are really for the self seeking attention not to tackle the crust of the issue. It was embarrassing that Kofi had to correct her. Anyway peace to Ghana.",UgzN__NiSStXj0XWzph4AaABAg,2,1,2021-07-09T08:20:27Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"She was hell-bent to put the officer into trouble with the Chiefs as she did in the interview with  Nana Ama Mcbrown during Bishop Nyarko funeral , which resulted in her pack-up at her previous employment.",UgzN__NiSStXj0XWzph4AaABAg.9PZsQbmlauG9PcNIz2bV2-,1,0,2021-07-10T16:56:45Z,UgzN__NiSStXj0XWzph4AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
YAA IS VERY DISRESPECTFUL,UgxCllHoBgXK3NcNU1J4AaABAg,0,0,2021-07-09T08:18:33Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Devolved government may help this situation, meaning every region should have their own elected governor or elected DCE’s so that those people are directly accountable to their immediate people. Winner takes all government is dangerous because if 8 years they get they need to accumulate enough to last them the next 8 years but if they know that opposition is also going to give them some income all politicians, chief executives, DCE’s and the rest may behave well. Here in UK this kind of problem will be under council and if it gets worse that’s when central government comes in. The council collects local taxes and sends you periodic breakdown of what your taxes are used for that how much local police gets and bin collectors etc. The point is the council is voted by only local residents. If I have problems I don’t go to the prime minister at least until I know the council cannot handle my issues. Devolution of government releases the burden on central government Nigerians have this type of system too. Of course it’s has its drawbacks.",Ugy2TrvvREThKcGdQZ94AaABAg,1,1,2021-07-09T08:05:17Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
The opposition party kicked against it in 2019. I don't think that subject of electing DCEs will see the light of day with the kind of politics and myopia among the MPs and political parties,Ugy2TrvvREThKcGdQZ94AaABAg.9PZqgSpvzUy9P_iCFo5Nw5,0,0,2021-07-09T16:10:21Z,Ugy2TrvvREThKcGdQZ94AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
The problem is NPP and NDC,UgyLP3dMlkrbueBnZM14AaABAg,1,0,2021-07-09T06:44:08Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Kofi is it a mashed kenkey u are holding  or the offin water,UgyjNEB0pYgPKey2d494AaABAg,0,0,2021-07-09T05:18:30Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Lady journalist when Ghana is destroyed, go to Nigeria and see if you can get that freedom you are enjoying in Ghana.",UgzcMt_WR03UvwoaKrB4AaABAg,0,0,2021-07-09T04:51:34Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Eeeeeeeeee if they will not vote they should go to Nigeria.  This lady journalist is very bias, please do you want to sit for this people to destroy the country. These boys should fine another job,",Ugw-wbzZER9h14Epgpt4AaABAg,1,1,2021-07-09T04:50:33Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
Here is Ghana not Nigeria pls,Ugw-wbzZER9h14Epgpt4AaABAg.9PZVPD9qHm39P_Wa_rxsaf,0,0,2021-07-09T14:20:13Z,Ugw-wbzZER9h14Epgpt4AaABAg,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
"Water is Life ! Stop this Galamsey craziness!!! Offin, Ankobra, Pra, and Other Water bodies and Forest Reserves are WEEPING !!!",Ugzn3AIc61-tiOFldTR4AaABAg,0,0,2021-07-09T04:34:12Z,,GJ9SNkoVje4,EXCLUSIVE ACCESS TO RIVER OFFIN WITH LIVE GALAMSEY EQUIPMENT,KOFI TV,7/8/2021 15:27,35415,320,169
